idx	name	type_name	layer_name	bbox	objects	description
1	1	Diff net spacing		{779.4390 268.8960} {779.5130 269.0560}	_sel9	
2	2	Diff net spacing		{779.4940 269.0170} {779.6300 269.0870}	_sel10	
