lef_dir	vdd_floating_std_cells	vss_floating_std_cells	vdd_unconnected_std_cells	vss_unconnected_std_cells	vdd_floating_wires	vss_floating_wires	pg_drc_errors
/DATA/home/edu135/lib/libdir/LEF/modify	3196	396	NA	NA	7	1	0
