via_def	axis	changed_vias	before_total	before_open_nets	before_off_grid	before_short	after_total	after_open_nets	after_diff_net_spacing	after_less_than_min_area	after_needs_fat_contact	after_off_grid	after_same_net_spacing	after_short
VIA12SQ_C	x	19	20	0	19	1	167	10	8	31	7	76	23	22
