layers	margin_x	margin_y	blockages	target_nets	before_total	before_open_nets	before_off_grid	before_short	after_total	after_open_nets	after_diff_net_spacing	after_less_than_min_area	after_needs_fat_contact	after_off_grid	after_same_net_spacing	after_short
M2	0.12	0.16	17	15	18	0	17	1	18	0	0	0	0	0	0	18
