idx	error	via	via_def	lower	upper	origin	bbox	array_size	rows	cols	shape_use	net
15	15	VIA_S_831993	VIA12SQ_C	M1	M2	763.1280 439.2160	{763.0730 439.1610} {763.1830 439.2710}	1 1	1	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
15	15	VIA_S_831990	VIA12SQ_C	M1	M2	764.0400 438.9120	{763.9850 438.8570} {764.0950 438.9670}	1 1	1	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
15	15	VIA_S_617249	VIA12SQ_C	M1	M2	762.8240 447.1200	{762.7690 447.0650} {762.8790 447.1750}	1 1	1	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
15	15	VIA_SA_15720	VIA12SQ_C	M1	M2	762.6720 459.1280	{762.6170 458.9970} {762.7270 459.2590}	2 1	2	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
15	15	VIA_S_617247	VIA12SQ_C	M1	M2	761.4560 447.1200	{761.4010 447.0650} {761.5110 447.1750}	1 1	1	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
16	16	VIA_SA_15708	VIA12SQ_C	M1	M2	791.2480 452.4400	{791.1930 452.3090} {791.3030 452.5710}	2 1	2	1	detail_route	n5567
16	16	VIA_S_149413	VIA12SQ_C	M1	M2	791.2480 454.5680	{791.1930 454.5130} {791.3030 454.6230}	1 1	1	1	detail_route	n5567
16	16	VIA_S_149412	VIA12SQ_C	M1	M2	785.9280 454.5680	{785.8730 454.5130} {785.9830 454.6230}	1 1	1	1	detail_route	n5567
16	16	VIA_S_145499	VIA12SQ_C	M1	M2	785.9280 456.8480	{785.8730 456.7930} {785.9830 456.9030}	1 1	1	1	detail_route	n5567
17	17	VIA_SA_15710	VIA12SQ_C	M1	M2	801.5840 455.7840	{801.5290 455.6530} {801.6390 455.9150}	2 1	2	1	detail_route	n5613
17	17	VIA_S_149640	VIA12SQ_C	M1	M2	785.1680 459.8880	{785.1130 459.8330} {785.2230 459.9430}	1 1	1	1	detail_route	n5613
18	18	VIA_SA_15722	VIA12SQ_C	M1	M2	768.2960 462.4720	{768.2410 462.3410} {768.3510 462.6030}	2 1	2	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
18	18	VIA_SA_15721	VIA12SQ_C	M1	M2	767.6880 463.6880	{767.6330 463.5570} {767.7430 463.8190}	2 1	2	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
18	18	VIA_S_831995	VIA12SQ_C	M1	M2	767.6880 461.2560	{767.6330 461.2010} {767.7430 461.3110}	1 1	1	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
18	18	VIA_S_831994	VIA12SQ_C	M1	M2	763.1280 461.2560	{763.0730 461.2010} {763.1830 461.3110}	1 1	1	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
18	18	VIA_S_831993	VIA12SQ_C	M1	M2	763.1280 439.2160	{763.0730 439.1610} {763.1830 439.2710}	1 1	1	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
18	18	VIA_S_831990	VIA12SQ_C	M1	M2	764.0400 438.9120	{763.9850 438.8570} {764.0950 438.9670}	1 1	1	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
18	18	VIA_S_617249	VIA12SQ_C	M1	M2	762.8240 447.1200	{762.7690 447.0650} {762.8790 447.1750}	1 1	1	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
18	18	VIA_SA_15720	VIA12SQ_C	M1	M2	762.6720 459.1280	{762.6170 458.9970} {762.7270 459.2590}	2 1	2	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
18	18	VIA_S_617247	VIA12SQ_C	M1	M2	761.4560 447.1200	{761.4010 447.0650} {761.5110 447.1750}	1 1	1	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
19	19	VIA_SA_15722	VIA12SQ_C	M1	M2	768.2960 462.4720	{768.2410 462.3410} {768.3510 462.6030}	2 1	2	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
19	19	VIA_SA_15721	VIA12SQ_C	M1	M2	767.6880 463.6880	{767.6330 463.5570} {767.7430 463.8190}	2 1	2	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
19	19	VIA_S_831995	VIA12SQ_C	M1	M2	767.6880 461.2560	{767.6330 461.2010} {767.7430 461.3110}	1 1	1	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
19	19	VIA_S_831994	VIA12SQ_C	M1	M2	763.1280 461.2560	{763.0730 461.2010} {763.1830 461.3110}	1 1	1	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
19	19	VIA_S_831993	VIA12SQ_C	M1	M2	763.1280 439.2160	{763.0730 439.1610} {763.1830 439.2710}	1 1	1	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
19	19	VIA_S_831990	VIA12SQ_C	M1	M2	764.0400 438.9120	{763.9850 438.8570} {764.0950 438.9670}	1 1	1	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
19	19	VIA_S_617249	VIA12SQ_C	M1	M2	762.8240 447.1200	{762.7690 447.0650} {762.8790 447.1750}	1 1	1	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
19	19	VIA_SA_15720	VIA12SQ_C	M1	M2	762.6720 459.1280	{762.6170 458.9970} {762.7270 459.2590}	2 1	2	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
19	19	VIA_S_617247	VIA12SQ_C	M1	M2	761.4560 447.1200	{761.4010 447.0650} {761.5110 447.1750}	1 1	1	1	detail_route	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
