label	idx	name	class	layer	bbox	net	ref_name	lib_cell	shape_use	via_def	owner
drc_object_16	1	n5567	net		{785.4170 452.3090} {791.3030 457.9290}						
near_cell_16	1	U6606	cell		{792.6530 449.6740} {793.6430 451.4770}		INVX1_HVT	saed32hvt_tt.modified_lef/INVX1_HVT			
near_cell_16	2	U6727	cell		{789.0050 451.2610} {790.7550 453.0780}		AO22X1_HVT	saed32hvt_tt.modified_lef/AO22X1_HVT			
near_cell_16	3	U6729	cell		{789.4610 449.6740} {791.0590 451.4770}		OR2X1_HVT	saed32hvt_tt.modified_lef/OR2X1_HVT			
near_cell_16	4	U45800	cell		{792.0480 451.2750} {793.7950 453.0780}		NBUFFX4_HVT	saed32hvt_tt.modified_lef/NBUFFX4_HVT			
near_pin_16	1	U6697/A1	pin	M1 CO	{790.8890 452.2330} {791.0610 452.4170}	n5568					
near_pin_16	2	U6697/VSS	pin	M1 CO	{790.6400 452.6610} {792.1600 453.0780}	VSS					
near_shape_16	1	PATH_19_923	shape	M5	{784.5320 452.2600} {792.4920 452.3160}	n7467			detail_route		n7467
near_shape_16	2	PATH_17_28909	shape	M4	{791.2200 405.7480} {791.2760 461.4360}	n55643			detail_route		n55643
near_shape_16	3	PATH_15_40530	shape	M3	{789.2440 452.5640} {794.6200 452.6200}	n7530			detail_route		n7530
near_shape_16	4	PATH_13_98390	shape	M2	{791.2200 452.4120} {791.2760 454.5960}	n5567			detail_route		n5567
near_via_16	1	VIA_SA_15709	via		{790.7370 452.3850} {790.9990 452.4950}	n5568			detail_route	VIA12SQ_C	n5568
offgrid_error_17	0	17	drc_error		{801.5590 455.6830} {801.6090 455.8850}	NA	NA	NA	NA	NA	NA
drc_object_17	1	n5613	net		{785.1130 455.2730} {801.6390 461.2730}						
near_cell_17	1	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_i_rdata_q_reg_0__8_	cell		{800.2530 456.3620} {804.4350 458.1650}		DFFX1_HVT	saed32hvt_tt.modified_lef/DFFX1_HVT			
near_cell_17	2	U6776	cell		{802.0770 453.0180} {803.0670 454.8210}		INVX1_HVT	saed32hvt_tt.modified_lef/INVX1_HVT			
near_cell_17	3	U45809	cell		{796.9090 453.0180} {800.7870 454.8210}		MUX41X2_HVT	saed32hvt_tt.modified_lef/MUX41X2_HVT			
near_pin_17	1	U6769/A1	pin	M1 CO	{801.2250 455.5770} {801.3970 455.7610}	n5614					
near_pin_17	2	U6769/VSS	pin	M1 CO	{800.9760 456.0050} {802.4960 456.4220}	VSS					
near_shape_17	1	PATH_13_101010	shape	M2	{801.5560 455.3000} {801.6120 455.8120}	n5613			detail_route		n5613
near_shape_17	2	PATH_13_101152	shape	M2	{801.7080 451.9560} {801.7640 458.2440}	n5646			detail_route		n5646
offgrid_error_18	0	18	drc_error		{767.6630 463.5870} {767.7130 463.7890}	NA	NA	NA	NA	NA	NA
drc_object_18	1	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]	net		{761.3390 438.1260} {768.3510 463.8190}						
near_cell_18	1	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_i_rdata_q_reg_1__10_	cell		{762.8610 461.3070} {767.0430 463.1100}		DFFX1_HVT	saed32hvt_tt.modified_lef/DFFX1_HVT			
near_cell_18	2	U7563	cell		{764.9890 463.0500} {767.1950 464.8670}		AO222X1_HVT	saed32hvt_tt.modified_lef/AO222X1_HVT			
near_cell_18	3	U7570	cell		{767.4210 464.6370} {769.6270 466.4540}		AO222X1_HVT	saed32hvt_tt.modified_lef/AO222X1_HVT			
near_cell_18	4	U7571	cell		{768.6370 463.0500} {770.8430 464.8670}		AO222X1_HVT	saed32hvt_tt.modified_lef/AO222X1_HVT			
near_cell_18	5	U3121	cell		{767.5730 461.3070} {769.4750 463.1100}		NOR2X2_HVT	saed32hvt_tt.modified_lef/NOR2X2_HVT			
near_pin_18	1	U3117/A1	pin	M1 CO	{767.3290 463.7110} {767.5010 463.8950}	n54907					
near_pin_18	2	U3117/VSS	pin	M1 CO	{767.0800 463.0500} {768.7520 463.4670}	VSS					
near_shape_18	1	PATH_19_13729	shape	M5	{758.9960 463.8120} {770.9080 463.8680}	instr_rdata[8]			detail_route		instr_rdata[8]
near_shape_18	2	PATH_11_29752	shape	M1	{767.2020 463.8100} {767.4450 463.8700}	n54907			detail_route		n54907
near_shape_18	3	PATH_15_186164	shape	M3	{765.8360 463.5080} {771.8200 463.5640}	n54905			detail_route		n54905
near_shape_18	4	PATH_15_186180	shape	M3	{765.3800 463.8120} {769.0840 463.8680}	n54906			detail_route		n54906
near_shape_18	5	PATH_13_542196	shape	M2	{767.6600 462.5960} {767.7160 463.7160}	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]			detail_route		u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
offgrid_error_19	0	19	drc_error		{768.2710 462.3710} {768.3210 462.5730}	NA	NA	NA	NA	NA	NA
drc_object_19	1	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]	net		{761.3390 438.1260} {768.3510 463.8190}						
near_cell_19	1	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_i_rdata_q_reg_1__10_	cell		{762.8610 461.3070} {767.0430 463.1100}		DFFX1_HVT	saed32hvt_tt.modified_lef/DFFX1_HVT			
near_cell_19	2	U7563	cell		{764.9890 463.0500} {767.1950 464.8670}		AO222X1_HVT	saed32hvt_tt.modified_lef/AO222X1_HVT			
near_cell_19	3	U7571	cell		{768.6370 463.0500} {770.8430 464.8670}		AO222X1_HVT	saed32hvt_tt.modified_lef/AO222X1_HVT			
near_cell_19	4	U7581	cell		{769.3970 461.2930} {771.6030 463.1100}		AO222X1_HVT	saed32hvt_tt.modified_lef/AO222X1_HVT			
near_cell_19	5	U3117	cell		{766.9650 463.0500} {768.8670 464.8530}		NOR2X2_HVT	saed32hvt_tt.modified_lef/NOR2X2_HVT			
near_pin_19	1	U3121/A1	pin	M1 CO	{767.9370 462.2650} {768.1090 462.4490}	n54907					
near_pin_19	2	U3121/VSS	pin	M1 CO	{767.6880 462.6930} {769.3600 463.1100}	VSS					
near_shape_19	1	PATH_15_186019	shape	M3	{761.5800 462.5960} {769.5400 462.6520}	n54904			detail_route		n54904
near_shape_19	2	PATH_13_542197	shape	M2	{767.6600 462.5960} {768.3240 462.6520}	u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]			detail_route		u_ibex_top_u_ibex_core_if_stage_i_gen_prefetch_buffer_prefetch_buffer_i_fifo_busy[1]
